age,housing,credit_score,deposits,withdrawal,purchases_partners,purchases,cc_taken,cc_recommended,cc_disliked,cc_liked,cc_application_begin,app_downloaded,web_user,app_web_user,ios_user,android_user,registered_phones,payment_type,waiting_4_loan,cancelled_loan,received_loan,rejected_loan,left_for_two_month_plus,left_for_one_month,rewards_earned,reward_rate,is_referred,churn
28.0,1,549.0,0.0,0.0,0.0,0.0,0,182.0,0,0,8.0,1,1,1,0,1,0,2,0,0,0,0,0,0,61.0,2.03,0,0
29.0,0,498.0,0.0,0.0,15.0,0.0,0,34.0,0,0,3.0,1,0,0,0,1,0,3,0,0,0,0,0,0,9.0,0.3,0,0
38.0,-1,431.0,57.0,0.0,71.0,56.0,0,324.0,0,0,4.0,1,1,1,0,1,0,3,0,0,0,0,0,0,69.0,2.3,0,0
48.0,1,581.0,0.0,0.0,0.0,0.0,0,61.0,0,0,15.0,1,1,1,0,1,0,3,0,0,0,0,0,0,40.0,1.33,0,0
36.0,1,553.0,0.0,0.0,0.0,0.0,0,205.0,0,0,36.0,1,1,1,0,1,0,3,0,0,0,0,0,0,65.0,2.17,0,0
39.0,1,462.0,0.0,0.0,77.0,0.0,0,116.0,0,0,14.0,1,1,1,0,1,2,3,0,0,0,0,0,0,25.0,0.96,0,0
37.0,1,508.0,0.0,0.0,0.0,0.0,1,10.0,0,0,2.0,1,1,1,0,1,0,0,0,0,0,0,0,0,6.0,0.2,0,0
26.0,-1,553.0,3.0,0.0,0.0,3.0,0,271.0,0,0,19.0,1,0,0,1,0,0,0,0,0,0,0,0,0,58.0,1.93,0,0
25.0,0,502.0,1.0,1.0,95.0,1.0,0,197.0,0,0,5.0,1,1,1,0,1,2,4,0,0,0,0,1,0,45.0,1.5,1,0
21.0,1,609.0,0.0,0.0,0.0,0.0,1,187.0,1,2,10.0,1,1,1,1,0,2,3,0,0,0,0,0,0,66.0,2.2,0,0
31.0,-1,626.0,0.0,0.0,74.0,0.0,0,225.0,0,0,21.0,1,1,1,1,0,0,3,0,0,0,0,1,0,51.0,1.7,0,0
49.0,0,526.0,0.0,0.0,126.0,0.0,0,182.0,0,0,16.0,1,1,1,1,0,0,4,0,0,0,0,0,0,36.0,1.2,0,0
46.0,0,556.0,41.0,1.0,49.0,39.0,0,193.0,0,0,27.0,1,0,0,1,0,0,3,0,0,0,0,0,0,41.0,1.37,0,0
24.0,1,473.0,0.0,0.0,0.0,0.0,1,147.0,0,0,3.0,1,0,0,0,1,0,2,0,0,0,0,0,0,53.0,1.77,0,0
26.0,1,485.0,1.0,0.0,289.0,1.0,0,238.0,0,0,16.0,1,1,1,1,0,0,1,0,0,0,0,0,0,58.0,1.93,1,0
29.0,1,606.0,1.0,0.0,70.0,1.0,0,169.0,0,0,4.0,1,1,1,1,0,0,4,0,0,0,0,0,0,49.0,1.63,1,0
35.0,1,571.0,4.0,2.0,9.0,4.0,0,27.0,0,0,18.0,1,0,0,0,1,0,0,0,0,0,0,0,0,8.0,0.27,0,0
22.0,1,576.0,0.0,0.0,199.0,0.0,0,247.0,0,0,54.0,1,1,1,0,1,0,4,0,0,0,0,1,0,61.0,2.03,1,0
54.0,1,541.0,46.0,2.0,115.0,45.0,0,290.0,0,0,16.0,1,0,0,0,1,0,1,0,0,0,0,0,0,67.0,2.23,0,0
30.0,0,629.0,52.0,2.0,63.0,49.0,0,262.0,0,0,22.0,1,1,1,1,0,0,2,0,0,0,0,1,0,50.0,1.67,0,0
46.0,0,559.0,0.0,0.0,29.0,0.0,0,51.0,0,0,3.0,1,0,0,0,1,0,3,0,0,0,0,0,0,27.0,0.9,1,0
19.0,0,580.0,2.0,1.0,46.0,2.0,0,118.0,0,0,27.0,1,1,1,0,1,0,0,0,0,0,0,0,0,29.0,0.97,1,0
68.0,0,591.0,47.0,3.0,24.0,47.0,0,256.0,0,0,25.0,1,0,0,0,1,3,2,0,1,0,0,1,0,62.0,2.07,1,0
28.0,1,468.0,0.0,0.0,2.0,0.0,0,0.0,0,0,0.0,1,1,1,1,0,0,4,0,0,0,0,0,0,1.0,0.03,0,0
39.0,1,560.0,0.0,0.0,62.0,0.0,0,213.0,0,0,10.0,1,1,1,1,0,2,2,0,0,0,0,0,0,57.0,1.9,1,0
30.0,1,437.0,2.0,0.0,62.0,2.0,0,99.0,0,0,16.0,1,1,1,1,0,0,3,0,0,0,0,0,0,19.0,0.63,1,1
22.0,-1,426.0,1.0,0.0,24.0,1.0,0,59.0,0,0,2.0,1,0,0,1,1,2,3,0,0,0,0,0,0,19.0,0.63,1,0
24.0,0,568.0,0.0,0.0,91.0,0.0,0,260.0,0,0,4.0,1,0,0,0,1,0,4,0,0,0,0,0,0,63.0,2.1,0,0
30.0,0,569.0,0.0,0.0,129.0,0.0,0,251.0,0,0,7.0,1,0,0,1,0,0,3,0,0,0,0,0,0,60.0,2.0,1,0
50.0,-1,619.0,4.0,0.0,184.0,4.0,0,246.0,0,0,16.0,1,1,1,0,1,0,2,0,0,0,0,1,0,58.0,1.93,0,0
25.0,1,495.0,4.0,2.0,154.0,4.0,0,291.0,0,0,21.0,1,1,1,0,1,3,4,0,0,1,0,1,0,65.0,2.17,1,0
47.0,0,483.0,1.0,0.0,16.0,0.0,0,44.0,0,0,1.0,1,1,1,1,0,0,0,0,0,0,0,0,0,11.0,0.37,1,0
23.0,0,501.0,0.0,0.0,1.0,0.0,0,0.0,0,0,0.0,1,0,0,0,1,2,3,0,0,0,0,0,0,1.0,0.04,0,0
24.0,1,576.0,2.0,1.0,13.0,2.0,0,5.0,0,0,0.0,1,1,1,0,1,0,3,0,0,0,0,0,0,11.0,0.37,1,0
32.0,-1,618.0,0.0,0.0,197.0,0.0,0,288.0,0,0,35.0,1,1,1,0,1,2,3,0,0,0,0,0,0,64.0,2.13,1,0
42.0,1,566.0,0.0,0.0,30.0,0.0,0,45.0,0,0,7.0,1,1,1,1,0,0,0,0,0,0,0,1,0,16.0,0.53,0,0
22.0,1,446.0,1.0,0.0,27.0,1.0,0,54.0,0,0,5.0,1,0,0,0,1,0,3,0,0,0,0,0,0,11.0,0.37,1,0
20.0,0,408.0,1.0,0.0,18.0,1.0,0,50.0,0,0,3.0,1,1,1,0,1,0,1,0,0,0,0,0,0,12.0,0.75,0,0
45.0,0,461.0,0.0,0.0,43.0,0.0,0,80.0,0,0,4.0,1,1,1,1,0,0,1,0,0,0,0,0,0,29.0,0.97,0,0
33.0,1,473.0,11.0,3.0,151.0,11.0,0,267.0,0,0,19.0,1,1,1,0,1,0,4,0,0,0,0,0,0,41.0,1.37,1,0
40.0,1,542.0,30.0,4.0,39.0,30.0,0,74.0,0,0,5.0,1,0,0,0,1,2,3,0,0,0,0,1,0,32.0,1.07,0,0
35.0,1,560.0,0.0,0.0,0.0,0.0,0,260.0,0,0,47.0,1,1,1,1,0,0,3,0,0,0,0,0,0,66.0,2.2,1,0
23.0,0,501.0,0.0,0.0,54.0,0.0,0,101.0,0,0,0.0,1,1,1,1,0,0,3,0,0,0,0,0,0,36.0,1.2,0,0
30.0,1,525.0,0.0,0.0,0.0,0.0,0,81.0,0,0,1.0,1,0,0,0,1,0,3,0,0,0,0,0,0,28.0,0.93,0,0
25.0,1,633.0,1.0,1.0,146.0,1.0,0,231.0,0,0,42.0,1,1,1,0,1,0,3,0,0,0,0,0,0,64.0,2.13,0,0
29.0,-1,455.0,0.0,0.0,25.0,0.0,0,70.0,0,0,7.0,1,0,0,1,0,0,1,0,0,0,0,0,0,17.0,0.74,0,0
26.0,1,557.0,37.0,1.0,51.0,36.0,0,134.0,0,0,11.0,1,1,1,1,0,0,3,0,0,0,0,0,0,46.0,1.53,1,0
20.0,-1,652.0,0.0,0.0,85.0,0.0,0,182.0,0,0,23.0,1,1,1,0,1,4,0,0,0,0,0,0,0,32.0,1.07,0,0
31.0,-1,650.0,9.0,3.0,10.0,9.0,0,42.0,0,0,29.0,1,0,0,0,1,0,3,0,0,0,0,0,0,8.0,0.89,1,0
34.0,1,537.0,0.0,0.0,0.0,0.0,0,304.0,0,0,5.0,1,1,1,0,1,0,2,0,0,0,0,0,0,67.0,2.23,0,0
35.0,0,571.0,1.0,0.0,54.0,1.0,0,95.0,0,0,2.0,1,0,0,1,0,5,3,0,0,0,0,0,0,37.0,1.23,0,0
31.0,-1,547.0,0.0,0.0,48.0,0.0,0,208.0,0,0,16.0,1,1,1,0,1,0,0,0,0,0,0,1,0,41.0,1.37,1,0
45.0,0,495.0,0.0,0.0,7.0,0.0,0,103.0,0,0,1.0,1,1,1,0,1,2,2,0,0,0,0,0,0,30.0,1.0,0,0
21.0,1,633.0,0.0,0.0,37.0,0.0,0,108.0,0,0,10.0,1,0,0,1,0,0,3,0,0,0,0,0,0,23.0,0.77,0,0
53.0,0,489.0,1.0,1.0,58.0,1.0,0,100.0,0,0,9.0,1,1,1,0,1,0,1,0,0,0,0,0,0,23.0,0.88,1,0
36.0,0,600.0,35.0,0.0,35.0,34.0,0,135.0,0,0,26.0,1,1,1,0,1,0,3,0,1,0,0,0,0,41.0,1.37,0,0
45.0,1,509.0,40.0,1.0,96.0,40.0,0,218.0,0,0,32.0,1,0,0,0,1,0,4,0,0,0,0,0,0,57.0,1.9,0,0
20.0,0,758.0,45.0,0.0,120.0,44.0,0,239.0,0,0,33.0,1,0,0,1,0,0,2,0,0,0,0,0,0,63.0,2.1,0,0
42.0,1,556.0,0.0,0.0,26.0,0.0,0,88.0,0,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,32.0,1.07,0,0
29.0,0,489.0,0.0,0.0,0.0,0.0,0,8.0,0,0,2.0,1,1,1,1,0,0,0,0,0,0,0,0,0,5.0,0.17,0,0
40.0,-1,580.0,13.0,0.0,13.0,13.0,0,56.0,0,0,27.0,1,1,1,0,1,0,3,0,0,0,0,0,0,13.0,1.0,1,0
31.0,0,538.0,4.0,1.0,82.0,3.0,0,145.0,0,0,22.0,1,1,1,1,0,0,4,0,0,0,0,0,0,21.0,0.7,1,0
24.0,-1,532.0,0.0,0.0,8.0,0.0,0,6.0,0,0,1.0,1,0,0,0,1,0,3,0,0,0,0,0,0,2.0,0.67,0,0
23.0,1,634.0,7.0,0.0,92.0,7.0,0,293.0,0,0,8.0,1,1,1,1,0,0,3,0,0,0,0,1,0,66.0,2.2,0,0
38.0,-1,533.0,2.0,0.0,0.0,2.0,0,40.0,0,0,7.0,1,0,0,0,1,0,3,0,0,0,0,0,0,19.0,0.63,1,0
31.0,0,567.0,0.0,0.0,79.0,0.0,0,154.0,0,0,4.0,1,0,0,0,1,0,3,0,0,0,0,1,0,46.0,1.53,0,0
30.0,1,626.0,0.0,0.0,20.0,0.0,0,237.0,0,0,5.0,1,1,1,0,1,2,2,0,0,0,0,0,0,64.0,2.13,0,0
55.0,1,546.0,5.0,0.0,87.0,5.0,0,283.0,0,0,44.0,1,1,1,1,0,0,3,0,0,0,0,0,0,59.0,1.97,1,0
41.0,0,627.0,19.0,4.0,24.0,19.0,0,81.0,0,0,4.0,1,0,0,0,1,0,3,0,0,0,0,0,0,19.0,0.9,1,0
17.0,1,631.0,1.0,1.0,212.0,1.0,0,285.0,0,0,28.0,1,1,1,1,0,0,0,0,0,0,0,0,0,59.0,1.97,0,0
23.0,1,539.0,0.0,0.0,12.0,0.0,0,24.0,0,0,1.0,1,0,0,0,1,0,2,0,0,0,0,0,0,6.0,0.75,0,0
37.0,1,629.0,34.0,4.0,71.0,34.0,0,182.0,0,0,31.0,1,1,1,1,0,0,3,0,0,0,0,0,0,40.0,1.33,0,0
32.0,0,526.0,0.0,0.0,39.0,0.0,0,179.0,0,0,23.0,1,0,0,0,1,0,4,0,0,0,0,0,0,48.0,1.6,1,0
22.0,1,674.0,0.0,0.0,0.0,0.0,0,200.0,0,0,28.0,1,1,1,1,0,0,3,0,1,1,0,1,0,54.0,1.8,1,0
25.0,0,568.0,0.0,0.0,0.0,0.0,1,71.0,0,0,8.0,1,1,1,0,1,0,4,0,0,0,0,0,0,32.0,1.07,0,0
29.0,1,573.0,0.0,0.0,0.0,0.0,0,233.0,1,0,31.0,1,1,1,1,0,0,2,0,0,1,0,0,0,57.0,1.9,0,1
37.0,1,531.0,6.0,0.0,63.0,6.0,0,165.0,0,0,8.0,1,0,0,1,0,0,1,0,0,0,0,0,0,46.0,1.53,0,0
23.0,1,688.0,0.0,0.0,112.0,0.0,0,257.0,0,0,4.0,1,1,1,0,1,0,0,0,1,0,0,0,0,61.0,2.03,1,0
46.0,0,510.0,0.0,0.0,0.0,0.0,0,30.0,0,0,4.0,1,1,1,1,0,0,4,0,0,0,0,0,0,23.0,0.77,0,0
56.0,0,511.0,0.0,0.0,43.0,0.0,0,113.0,0,0,14.0,1,1,1,1,0,0,3,0,0,0,0,0,0,26.0,0.87,1,0
33.0,0,442.0,1.0,1.0,63.0,1.0,0,117.0,0,0,17.0,1,0,0,0,1,0,3,0,0,0,0,1,0,37.0,1.23,0,0
44.0,0,527.0,0.0,0.0,151.0,0.0,0,154.0,0,0,5.0,1,1,1,0,1,0,3,0,0,0,0,1,0,53.0,1.77,0,0
28.0,1,583.0,0.0,0.0,0.0,0.0,1,198.0,0,0,5.0,1,0,0,0,1,0,3,0,0,0,0,0,0,63.0,2.1,0,0
39.0,1,511.0,0.0,0.0,0.0,0.0,0,192.0,0,0,4.0,1,0,0,1,0,2,0,0,0,0,0,0,0,60.0,2.0,0,0
28.0,0,627.0,0.0,0.0,10.0,0.0,0,30.0,0,0,5.0,1,1,1,0,1,0,3,0,0,0,0,0,0,5.0,0.63,0,0
28.0,0,546.0,0.0,0.0,3.0,0.0,0,4.0,0,0,1.0,1,0,0,0,1,0,3,0,0,0,0,0,0,2.0,0.07,1,0
32.0,0,549.0,55.0,0.0,62.0,55.0,0,304.0,0,0,14.0,1,1,1,0,1,0,3,0,0,0,0,1,0,60.0,2.0,0,0
44.0,1,441.0,58.0,8.0,85.0,56.0,0,279.0,0,0,45.0,1,1,1,1,0,3,3,0,0,0,0,0,0,65.0,2.17,1,0
22.0,0,462.0,1.0,1.0,68.0,1.0,0,154.0,0,0,18.0,1,1,1,0,1,0,3,0,1,0,0,0,0,47.0,1.57,1,0
18.0,1,632.0,6.0,2.0,73.0,6.0,0,148.0,0,0,22.0,1,1,1,0,1,3,3,0,0,0,0,1,0,34.0,1.13,0,0
30.0,1,545.0,0.0,0.0,0.0,0.0,0,87.0,0,0,1.0,1,0,0,0,1,2,1,0,0,0,0,0,0,41.0,1.37,0,0
29.0,1,519.0,1.0,0.0,31.0,1.0,0,34.0,0,0,0.0,1,0,0,0,1,0,3,0,0,0,0,0,0,22.0,0.73,0,0
61.0,0,522.0,0.0,0.0,2.0,0.0,0,0.0,0,0,0.0,1,1,1,0,1,0,1,0,0,0,0,0,0,1.0,0.03,1,0
36.0,0,565.0,0.0,0.0,15.0,0.0,0,23.0,0,0,2.0,1,0,0,0,1,0,4,0,0,0,0,0,0,13.0,0.87,0,0
28.0,1,482.0,0.0,0.0,158.0,0.0,0,264.0,0,0,15.0,1,1,1,1,0,0,3,0,0,0,0,0,0,56.0,1.87,1,0
37.0,0,588.0,54.0,2.0,59.0,53.0,0,219.0,0,0,15.0,1,0,0,0,1,0,2,0,0,0,0,0,0,66.0,2.2,1,0
27.0,0,487.0,0.0,0.0,19.0,0.0,0,55.0,0,0,3.0,1,0,0,0,1,0,0,0,0,0,0,0,0,13.0,0.68,1,0
26.0,0,619.0,0.0,0.0,36.0,0.0,0,188.0,0,0,14.0,1,0,0,0,1,0,2,0,0,0,0,0,0,57.0,1.9,1,0
24.0,1,571.0,33.0,1.0,51.0,33.0,0,140.0,0,0,41.0,1,1,1,0,1,2,3,0,0,0,0,1,0,34.0,1.13,1,0
34.0,1,591.0,6.0,0.0,10.0,5.0,0,24.0,0,0,7.0,1,1,1,1,0,0,0,0,0,0,0,0,0,5.0,0.56,0,0
33.0,1,491.0,7.0,0.0,8.0,7.0,0,277.0,0,0,21.0,1,1,1,0,1,0,3,0,0,0,0,0,0,65.0,2.17,1,0
40.0,0,538.0,0.0,0.0,15.0,0.0,0,5.0,0,0,0.0,1,1,1,0,1,0,2,0,0,0,0,0,0,9.0,0.3,0,0
38.0,1,461.0,16.0,2.0,78.0,16.0,0,145.0,0,0,22.0,1,1,1,0,1,0,3,0,0,0,0,0,0,47.0,1.57,0,0
28.0,1,582.0,3.0,0.0,79.0,3.0,0,285.0,0,0,7.0,1,0,0,1,0,0,3,0,0,0,0,0,0,63.0,2.1,1,0
28.0,1,555.0,0.0,0.0,105.0,0.0,0,156.0,0,0,38.0,1,1,1,0,1,0,0,0,0,0,0,0,0,39.0,1.3,1,0
24.0,1,546.0,0.0,0.0,0.0,0.0,0,31.0,0,0,2.0,1,0,0,0,1,0,4,0,0,0,0,0,0,24.0,0.8,0,0
39.0,0,573.0,0.0,0.0,4.0,0.0,0,8.0,0,0,0.0,1,0,0,0,1,0,2,0,0,0,0,0,0,5.0,0.17,0,0
19.0,0,576.0,0.0,0.0,13.0,0.0,0,29.0,0,0,0.0,1,0,0,0,1,0,2,0,0,0,0,0,0,7.0,0.39,1,0
40.0,0,580.0,0.0,0.0,4.0,0.0,0,10.0,0,0,5.0,1,1,1,1,0,0,3,0,0,0,0,0,0,2.0,0.07,0,0
36.0,1,593.0,15.0,2.0,107.0,15.0,0,315.0,0,0,26.0,1,1,1,1,0,2,2,0,0,0,0,0,0,69.0,2.3,1,0
23.0,1,586.0,24.0,2.0,63.0,24.0,0,146.0,0,0,12.0,1,0,0,1,0,0,2,0,0,0,0,0,0,45.0,1.5,0,0
31.0,0,487.0,0.0,0.0,6.0,0.0,0,5.0,0,0,0.0,1,1,1,0,1,0,0,0,0,0,0,0,0,1.0,0.0,0,1
35.0,0,560.0,0.0,0.0,2.0,0.0,0,5.0,0,0,0.0,1,0,0,1,0,0,3,0,0,0,0,0,0,1.0,0.07,1,0
20.0,1,438.0,1.0,1.0,7.0,1.0,0,9.0,0,0,1.0,1,1,1,0,1,0,0,0,0,0,0,0,0,1.0,0.03,1,0
25.0,1,531.0,1.0,1.0,178.0,1.0,0,255.0,0,0,25.0,1,0,0,1,0,0,1,0,0,0,0,0,0,59.0,1.97,1,0
45.0,1,514.0,2.0,1.0,54.0,2.0,0,162.0,0,0,34.0,1,1,1,1,0,0,1,0,0,0,0,1,0,55.0,1.83,0,0
35.0,1,561.0,18.0,0.0,59.0,18.0,0,153.0,0,0,12.0,1,1,1,1,0,0,4,0,0,0,0,0,0,30.0,1.0,0,0
27.0,0,527.0,1.0,0.0,3.0,1.0,0,14.0,0,0,4.0,1,1,1,0,1,0,3,0,0,0,0,0,0,2.0,0.07,1,0
39.0,1,661.0,55.0,4.0,124.0,55.0,0,281.0,0,0,60.0,1,1,1,0,1,0,3,0,0,0,0,0,0,61.0,2.03,1,0
30.0,1,633.0,0.0,0.0,62.0,0.0,0,129.0,0,0,10.0,1,0,0,0,1,0,3,0,0,0,0,1,0,42.0,1.4,1,0
24.0,1,493.0,1.0,0.0,22.0,1.0,0,35.0,0,0,8.0,1,1,1,1,0,2,3,0,0,0,0,0,0,5.0,0.17,1,0
23.0,0,591.0,15.0,0.0,63.0,15.0,0,147.0,0,0,19.0,1,0,0,0,1,0,4,0,0,0,0,0,0,32.0,1.07,0,0
21.0,0,681.0,8.0,2.0,159.0,8.0,0,254.0,0,0,61.0,1,0,0,0,1,0,4,0,0,0,0,0,0,60.0,2.0,0,0
21.0,1,472.0,0.0,0.0,88.0,0.0,0,207.0,0,0,8.0,1,1,1,0,1,0,3,0,0,0,0,0,0,45.0,1.5,1,0
33.0,1,577.0,11.0,2.0,38.0,11.0,0,96.0,0,0,40.0,1,1,1,0,1,2,2,0,0,0,0,0,0,18.0,0.69,1,0
33.0,0,323.0,1.0,0.0,160.0,1.0,0,185.0,0,0,4.0,1,1,1,0,1,0,0,0,0,0,0,0,0,45.0,1.5,1,1
29.0,0,570.0,5.0,1.0,216.0,5.0,0,188.0,0,0,24.0,1,0,0,0,1,0,1,0,0,0,0,1,0,46.0,1.53,1,0
33.0,0,608.0,0.0,0.0,0.0,0.0,0,14.0,0,0,1.0,1,1,1,1,0,0,4,0,0,0,0,0,0,7.0,0.23,0,0
35.0,1,565.0,0.0,0.0,0.0,0.0,1,162.0,0,0,14.0,1,0,0,0,1,2,2,0,0,0,0,0,0,62.0,2.07,0,0
46.0,1,579.0,1.0,1.0,2.0,1.0,0,7.0,0,0,6.0,1,1,1,0,1,0,1,0,0,0,0,0,0,1.0,0.1,1,0
39.0,1,614.0,31.0,1.0,41.0,31.0,0,134.0,0,0,36.0,1,1,1,1,0,0,3,0,0,0,0,0,0,32.0,1.07,1,0
25.0,0,541.0,0.0,0.0,15.0,0.0,0,22.0,0,0,1.0,1,0,0,1,0,0,3,0,0,0,0,1,0,9.0,0.36,0,0
33.0,1,532.0,0.0,0.0,0.0,0.0,0,32.0,0,0,15.0,1,0,0,1,0,0,4,0,0,0,0,0,0,14.0,0.47,0,0
23.0,0,568.0,0.0,0.0,45.0,0.0,0,132.0,0,0,8.0,1,1,1,0,1,0,0,0,0,0,0,0,0,35.0,1.17,0,0
37.0,-1,527.0,10.0,0.0,41.0,10.0,0,185.0,0,0,9.0,1,0,0,1,0,2,3,0,0,0,0,0,0,54.0,1.8,1,0
36.0,0,507.0,0.0,0.0,21.0,0.0,0,17.0,0,0,3.0,1,0,0,1,0,0,4,0,0,0,0,0,0,5.0,0.42,0,0
22.0,1,538.0,0.0,0.0,61.0,0.0,0,99.0,0,0,4.0,1,0,0,0,1,2,3,0,0,0,0,0,0,34.0,1.13,0,0
49.0,1,689.0,56.0,0.0,108.0,55.0,0,304.0,0,0,47.0,1,1,1,0,1,0,2,0,1,0,0,1,0,60.0,2.0,1,0
25.0,1,586.0,0.0,0.0,0.0,0.0,0,152.0,0,0,10.0,1,1,1,1,1,2,3,0,0,0,0,0,0,47.0,1.57,1,0
26.0,0,611.0,0.0,0.0,0.0,0.0,0,201.0,0,0,3.0,1,0,0,0,1,0,3,0,0,0,0,0,0,47.0,1.57,1,0
28.0,1,549.0,0.0,0.0,0.0,0.0,0,182.0,0,0,8.0,1,1,1,0,1,0,2,0,0,0,0,0,0,61.0,2.03,0,0
21.0,1,553.0,0.0,0.0,80.0,0.0,0,249.0,0,0,21.0,1,0,0,0,1,2,3,0,0,0,0,0,0,54.0,1.8,0,0
34.0,0,535.0,8.0,1.0,9.0,8.0,0,20.0,0,0,0.0,1,0,0,1,0,0,3,0,0,0,0,0,0,9.0,0.75,0,0
31.0,1,504.0,0.0,0.0,75.0,0.0,0,230.0,0,0,8.0,1,1,1,1,0,0,3,0,0,0,0,0,0,61.0,2.03,1,0
53.0,0,451.0,7.0,0.0,27.0,5.0,0,118.0,0,0,12.0,1,1,1,1,0,0,3,0,0,0,0,0,0,43.0,1.43,1,0
20.0,1,699.0,24.0,0.0,91.0,24.0,0,246.0,0,0,30.0,1,0,0,0,1,2,3,0,0,1,0,0,0,49.0,1.63,0,0
30.0,0,496.0,0.0,0.0,2.0,0.0,0,5.0,0,0,0.0,1,0,0,1,0,0,4,0,0,0,0,0,0,1.0,0.33,0,0
38.0,1,550.0,0.0,0.0,60.0,0.0,0,182.0,0,0,15.0,1,1,1,0,1,2,2,0,0,0,0,1,0,42.0,1.4,1,0
29.0,1,556.0,0.0,0.0,4.0,0.0,0,0.0,0,0,0.0,1,1,1,1,0,0,0,0,0,0,0,0,0,2.0,0.07,1,0
34.0,0,533.0,11.0,0.0,21.0,11.0,0,61.0,0,0,16.0,1,1,1,1,0,0,3,0,0,0,0,0,0,12.0,0.86,1,0
34.0,1,558.0,0.0,0.0,0.0,0.0,0,142.0,0,0,1.0,1,1,1,0,1,0,3,0,0,0,0,0,0,50.0,1.67,0,0
28.0,1,528.0,1.0,0.0,104.0,1.0,0,110.0,0,0,16.0,1,0,0,0,1,2,3,0,0,0,0,0,0,24.0,0.8,1,0
29.0,1,569.0,10.0,0.0,15.0,10.0,0,53.0,0,0,2.0,1,0,0,0,1,0,3,0,0,0,0,0,0,7.0,0.0,0,0
23.0,0,580.0,0.0,0.0,46.0,0.0,0,80.0,0,0,3.0,1,1,1,1,1,2,3,0,0,0,0,0,0,24.0,0.8,1,0
25.0,1,625.0,6.0,0.0,45.0,6.0,0,100.0,0,0,12.0,1,1,1,0,1,0,0,0,0,0,0,0,0,30.0,1.0,0,0
43.0,1,405.0,0.0,0.0,49.0,0.0,0,261.0,0,0,20.0,1,1,1,1,0,0,0,0,0,0,0,0,0,48.0,1.6,0,0
23.0,1,419.0,36.0,4.0,87.0,35.0,0,191.0,0,0,8.0,1,1,1,0,1,0,0,0,0,0,0,0,0,34.0,1.13,1,0
31.0,-1,446.0,0.0,0.0,75.0,0.0,0,161.0,0,0,12.0,1,0,0,1,0,0,0,0,0,0,0,0,0,46.0,1.53,0,0
24.0,0,612.0,9.0,0.0,44.0,9.0,0,105.0,0,0,4.0,1,1,1,0,1,0,3,0,0,0,0,1,0,27.0,0.9,1,0
21.0,1,543.0,0.0,0.0,38.0,0.0,0,89.0,0,0,1.0,1,1,1,1,0,0,3,0,0,0,0,0,0,23.0,0.77,0,0
34.0,1,575.0,3.0,2.0,26.0,3.0,0,61.0,0,0,3.0,1,0,0,0,1,2,3,0,0,0,0,0,0,19.0,0.86,0,0
20.0,1,510.0,0.0,0.0,3.0,0.0,0,92.0,0,0,7.0,1,0,0,0,1,0,4,0,0,0,0,0,0,37.0,1.23,0,0
47.0,-1,658.0,42.0,0.0,111.0,41.0,0,243.0,0,0,21.0,1,1,1,0,1,0,3,0,0,0,0,0,0,56.0,1.87,1,0
33.0,-1,454.0,0.0,0.0,0.0,0.0,0,123.0,0,0,6.0,1,1,1,1,0,2,4,0,0,0,0,0,0,46.0,1.53,0,0
36.0,1,633.0,1.0,1.0,0.0,1.0,0,126.0,0,0,8.0,1,1,1,0,1,2,4,0,0,0,0,1,0,37.0,1.23,0,0
30.0,0,451.0,3.0,2.0,5.0,3.0,0,0.0,0,0,0.0,1,0,0,1,0,0,4,0,0,0,0,0,0,2.0,0.67,0,0
33.0,0,580.0,0.0,0.0,60.0,0.0,0,154.0,0,0,7.0,1,1,1,0,1,0,0,0,0,0,0,0,0,37.0,1.23,0,0
35.0,1,525.0,25.0,1.0,133.0,25.0,0,257.0,0,0,20.0,1,1,1,0,1,0,4,0,0,0,0,0,0,67.0,2.23,1,0
25.0,1,536.0,0.0,0.0,128.0,0.0,0,240.0,0,0,3.0,1,1,1,0,1,0,3,0,0,0,1,0,0,51.0,1.7,0,0
38.0,0,616.0,2.0,0.0,39.0,2.0,0,37.0,0,0,5.0,1,1,1,1,0,0,3,0,0,0,0,1,0,31.0,1.03,0,0
46.0,0,515.0,0.0,0.0,0.0,0.0,0,43.0,0,0,1.0,1,1,1,0,1,0,3,0,0,0,0,1,0,17.0,0.57,0,0
52.0,0,509.0,1.0,1.0,24.0,1.0,0,78.0,0,0,8.0,1,0,0,1,0,2,3,0,0,0,0,0,0,20.0,0.77,0,0
29.0,1,458.0,1.0,0.0,110.0,1.0,0,176.0,0,0,17.0,1,0,0,1,0,0,1,0,0,0,0,0,0,34.0,1.13,1,0
40.0,0,610.0,0.0,0.0,0.0,0.0,2,230.0,0,0,13.0,1,1,1,1,0,0,4,0,0,0,0,0,0,75.0,2.5,0,0
30.0,0,578.0,3.0,0.0,11.0,3.0,0,31.0,0,0,7.0,1,0,0,0,1,0,3,0,0,0,0,0,0,8.0,0.8,0,0
46.0,0,505.0,0.0,0.0,51.0,0.0,0,119.0,0,0,2.0,1,0,0,1,0,0,4,0,0,0,0,0,0,38.0,1.27,0,0
38.0,1,551.0,26.0,1.0,54.0,26.0,0,115.0,0,0,40.0,1,1,1,1,0,0,0,0,0,0,0,0,0,26.0,0.96,1,0
